"","Name","Clay","Hard","Grass","Played"
"363","Marcos Giron",0.333333333333333,0.488888888888889,0.461538461538462,121
"364","James Duckworth",0.166666666666667,0.432835820895522,0.357142857142857,87
"365","Dominik Koepfer",0.5,0.428571428571429,0.3,85
"366","Jason Kubler",0.5,0.434782608695652,0.666666666666667,34
"367","Ugo Humbert",0.307692307692308,0.495049504950495,0.586206896551724,156
"368","Jurabek Karimov",1,1,0,2
"369","Yosuke Watanuki",0.666666666666667,0.384615384615385,1,17
"370","Jonathan Mridha",0,0.5,0,2
"371","Martin Cuevas",0.333333333333333,0,0,9
"372","Constant Lestienne",0,0.521739130434783,0,24
"373","Salvatore Caruso",0.307692307692308,0.34375,0,62
"374","Oscar Otte",0.4375,0.325,0.692307692307692,69
"375","Alexei Popyrin",0.333333333333333,0.428571428571429,0.2,116
"376","Miomir Kecmanovic",0.533333333333333,0.512,0.5,188
"377","Juan Ignacio Londero",0.483870967741935,0.235294117647059,0.25,83
"378","Pedro Cachin",0.444444444444444,0.333333333333333,0,21
"379","Antoine Hoang",0.5,0.230769230769231,0.5,19
"380","Brayden Schnur",0,0.210526315789474,0,22
"381","Gregoire Barrere",0.2,0.354838709677419,0.25,45
"382","Hugo Dellien",0.387755102040816,0.230769230769231,0,64
"383","Thiago Seyboth Wild",0.428571428571429,0,0,24
"384","Jannik Sinner",0.673076923076923,0.701492537313433,0.444444444444444,195
"385","Alejandro Davidovich Fokina",0.545454545454545,0.452054794520548,0.4,138
"386","Tristan Lamasine",0.5,0.333333333333333,0,5
"387","Steven Diez",0.142857142857143,0,0,8
"388","Elliot Benchetrit",0.2,0,0,7
"389","Kevin Krawietz",0,0,0.5,2
"390","Nino Serdarusic",0.25,0.25,0,8
"391","Soon Woo Kwon",0.444444444444444,0.522222222222222,0.454545454545455,119
"392","Kevin King",0,0.25,0,5
"393","Gian Marco Moroni",0.333333333333333,0,0,4
"394","Marc Polmans",0.4,0.166666666666667,0.5,19
"395","Duck Hee Lee",0,0.333333333333333,0,3
"396","Jenson Brooksby",0.285714285714286,0.616666666666667,0.583333333333333,79
"397","Nikola Milojevic",0.428571428571429,0.4,0,12
"398","Alen Avidzba",0,0.5,0,2
"399","Gianluca Mager",0.451612903225806,0.346153846153846,0.5,59
"400","Cayetano March",0,0.5,0,2
"401","Ji Sung Nam",0,0.2,1,6
"402","Sanjar Fayziev",0.5,0.1,0,13
"403","Jonas Forejtek",0,0.75,0,4
"404","Sandro Ehrat",0.25,0,0,5
"405","Lucas Gomez",0.666666666666667,0,0,7
"406","Ajeet Rai",0,0.25,0,4
"407","Rhett Purcell",0,1,0,1
"408","Ari Fahresi",0,1,0,1
"409","Tung Lin Wu",0,0.5,0,8
"410","Aleksandre Metreveli",0.5,0.142857142857143,0,9
"411","Filip Cristian Jianu",0,0.75,0,4
"412","Dimitar Kuzmanov",1,0.5,0,21
"413","Philip Henning",0,1,0,3
"414","Kimmer Coppejans",0.4,0,0,11
"415","Kacper Zuk",0,0.428571428571429,0,8
"416","Pedro Martinez",0.482142857142857,0.418604651162791,0.428571428571429,106
"417","Alejandro Tabilo",0.608695652173913,0.411764705882353,0.2,45
"418","Tatsuma Ito",0,0.142857142857143,0,8
"419","Roberto Marcora",0,0.5,0,7
"420","Brandon Nakashima",0.428571428571429,0.597402597402597,0.6,94
"421","Carlos Alcaraz",0.78,0.723076923076923,0.666666666666667,121
"422","Maxime Cressy",0.166666666666667,0.458333333333333,0.6875,70
"423","J J Wolf",0.5,0.5,0,42
"424","Christopher Oconnell",0.2,0.3125,0,39
"425","Sumit Nagal",0.25,0.25,0,24
"426","Lorenzo Musetti",0.638297872340426,0.492753623188406,0,120
"427","Jurij Rodionov",0.4,0.333333333333333,0.375,27
"428","Lorenzo Giustino",0.333333333333333,0,0,5
"429","Hugo Gaston",0.578947368421053,0.275862068965517,0.6,53
"430","Sebastian Korda",0.607142857142857,0.630952380952381,0.6,122
"431","Danilo Petrovic",0.5,0,0,5
"432","Andrea Pellegrino",0.5,0,0,2
"433","Roman Safiullin",0.5,0.458333333333333,0,28
"434","Aslan Karatsev",0.482758620689655,0.533333333333333,0.333333333333333,110
"435","Borna Gojo",0.5,0.5,0,22
"436","Roberto Cid",0.333333333333333,0.2,0,8
"437","Patrik Niklas Salminen",1,0,0,4
"438","Otto Virtanen",0.5,0.4,0,7
"439","Lukas Hellum Lilleengen",0,0.5,0,2
"440","Daniel Cukierman",0.5,0.2,0,7
"441","Finn Tearney",0,0.25,0,4
"442","Alexandar Lazarov",1,0.285714285714286,0,8
"443","Alexander Donski",0,0.5,0,2
"444","Mikael Torpegaard",0,0.4,0,6
"445","Blaise Bicknell",0.5,0.75,0,6
"446","Kristjan Tamm",0,0.5,0,5
"447","Daniil Glinka",0,0.5,0,2
"448","Christopher Rungkat",0,1,0,2
"449","Gunawan Trismuwantara",0,0.5,0,2
"450","Robert Strombachs",0,0.5,0,4
"451","Adam Moundir",0.5,0,0,2
"452","Aissa Benchakroun",1,0,0,1
"453","Adolfo Daniel Vallejo",0.5,0,0,4
"454","Martin Antonio Vergara Del Puerto",0.5,0,0,2
"455","Petros Tsitsipas",0.75,0,0,6
"456","Maks Kasnikowski",0,1,0,1
"457","Hazem Naw",0,0.5,0,2
"458","Zizou Bergs",0.333333333333333,0.214285714285714,0,18
"459","Tomas Machac",0.333333333333333,0.444444444444444,0,21
"460","Max Purcell",0,0.307692307692308,0.5,22
"461","Jack Draper",0.5,0.548387096774194,0.583333333333333,45
"462","Arthur Rinderknech",0.476190476190476,0.527272727272727,0.333333333333333,82
"463","Vit Kopriva",0.5,0.5,0,10
"464","Alexander Erler",0.5,0,0,2
"465","Mario Vilella Martinez",0.4,0.4,0,10
